actual,probability,cum_fraud,gain
0,0.0014420575,12,100.0
0,0.0014331472,12,100.0
0,0.001409812,12,100.0
0,0.0013581753,12,100.0
0,0.0013043488,12,100.0
0,0.0012011995,12,100.0
0,0.0011946168,12,100.0
0,0.0011701304,12,100.0
0,0.0011641613,12,100.0
0,0.0011469661,12,100.0
0,0.0011454904,12,100.0
0,0.0011381253,12,100.0
0,0.0011354354,12,100.0
0,0.0010433248,12,100.0
0,0.0010130203,12,100.0
0,0.0010035124,12,100.0
0,0.000988824,12,100.0
0,0.0009759923,12,100.0
0,0.0009663169,12,100.0
0,0.00096468773,12,100.0
0,0.00096199487,12,100.0
0,0.0009509383,12,100.0
0,0.0009299448,12,100.0
0,0.00092239113,12,100.0
0,0.00091464113,12,100.0
0,0.00090584776,12,100.0
0,0.00087824656,12,100.0
0,0.0008779696,12,100.0
0,0.0008761508,12,100.0
0,0.00087472686,12,100.0
0,0.0008746006,12,100.0
0,0.0008693529,12,100.0
0,0.00086232094,12,100.0
0,0.000854578,12,100.0
0,0.00082715135,12,100.0
0,0.0007870691,12,100.0
0,0.0007756235,12,100.0
0,0.0007734668,12,100.0
0,0.0007643015,12,100.0
0,0.0007451302,12,100.0
0,0.0007447071,12,100.0
0,0.00074251066,12,100.0
0,0.0007307996,12,100.0
0,0.0007256209,12,100.0
0,0.0007207501,12,100.0
0,0.0007193036,12,100.0
0,0.00071540725,12,100.0
0,0.00070662575,12,100.0
0,0.0007029196,12,100.0
0,0.00069472945,12,100.0
0,0.00067688356,12,100.0
0,0.000672184,12,100.0
0,0.0006666486,12,100.0
0,0.00065814337,12,100.0
0,0.0006477494,12,100.0
0,0.0006416313,12,100.0
0,0.0006203706,12,100.0
0,0.00061899505,12,100.0
0,0.0006074581,12,100.0
0,0.0006017628,12,100.0
0,0.0005911531,12,100.0
0,0.0005889373,12,100.0
0,0.00058422686,12,100.0
0,0.0005837905,12,100.0
0,0.0005765727,12,100.0
0,0.0005717771,12,100.0
0,0.00056640746,12,100.0
0,0.00056207844,12,100.0
0,0.0005469978,12,100.0
0,0.0005448132,12,100.0
0,0.00054157706,12,100.0
0,0.00053797866,12,100.0
0,0.00052703486,12,100.0
0,0.0005214024,12,100.0
0,0.00052056444,12,100.0
0,0.0005203687,12,100.0
0,0.00051977974,12,100.0
0,0.0005153099,12,100.0
0,0.00051330804,12,100.0
0,0.0005127264,12,100.0
0,0.000505571,12,100.0
0,0.00048161412,12,100.0
0,0.00047937673,12,100.0
0,0.00046969144,12,100.0
0,0.00046189065,12,100.0
0,0.00045727694,12,100.0
0,0.00045093067,12,100.0
0,0.0004500229,12,100.0
0,0.00044393705,12,100.0
0,0.00044069492,12,100.0
0,0.00043093893,12,100.0
0,0.00042318503,12,100.0
0,0.00041956388,12,100.0
0,0.0004178472,12,100.0
0,0.0004114831,12,100.0
0,0.00040438725,12,100.0
0,0.00040399807,12,100.0
0,0.00040134214,12,100.0
0,0.00039295215,12,100.0
0,0.00038129048,12,100.0
0,0.00038088195,12,100.0
0,0.00037999247,12,100.0
0,0.00037607944,12,100.0
0,0.00037008023,12,100.0
0,0.00036765158,12,100.0
0,0.0003676374,12,100.0
0,0.00036731563,12,100.0
0,0.0003648336,12,100.0
0,0.00036463264,12,100.0
0,0.00036194528,12,100.0
0,0.0003610649,12,100.0
0,0.0003610238,12,100.0
0,0.00035597067,12,100.0
0,0.00035507182,12,100.0
0,0.00035109153,12,100.0
0,0.0003505151,12,100.0
0,0.00034954306,12,100.0
0,0.0003476042,12,100.0
0,0.00034689656,12,100.0
0,0.00034597743,12,100.0
0,0.00034494032,12,100.0
0,0.0003436548,12,100.0
0,0.0003434167,12,100.0
0,0.0003422714,12,100.0
0,0.00033822103,12,100.0
0,0.00033803083,12,100.0
0,0.00033377224,12,100.0
0,0.0003332578,12,100.0
0,0.00033101975,12,100.0
0,0.00032797022,12,100.0
0,0.00032687365,12,100.0
0,0.00032579873,12,100.0
0,0.00032472517,12,100.0
0,0.00032156895,12,100.0
0,0.00032091324,12,100.0
0,0.0003186915,12,100.0
0,0.00031839544,12,100.0
0,0.00031765655,12,100.0
0,0.00031716813,12,100.0
0,0.00031672817,12,100.0
0,0.00031584073,12,100.0
0,0.00031552595,12,100.0
0,0.0003135202,12,100.0
0,0.00031262744,12,100.0
0,0.0003102941,12,100.0
0,0.0003101403,12,100.0
0,0.00030667608,12,100.0
0,0.0003059746,12,100.0
0,0.00030425718,12,100.0
0,0.00030149578,12,100.0
0,0.00029969777,12,100.0
0,0.00029671204,12,100.0
0,0.00028875918,12,100.0
0,0.00028812917,12,100.0
0,0.0002844355,12,100.0
0,0.0002843089,12,100.0
0,0.00028402713,12,100.0
0,0.0002838,12,100.0
0,0.000280862,12,100.0
0,0.00027930466,12,100.0
0,0.00027729713,12,100.0
0,0.00027476938,12,100.0
0,0.00027364705,12,100.0
0,0.00027243682,12,100.0
0,0.000271867,12,100.0
0,0.00027070078,12,100.0
0,0.0002692398,12,100.0
0,0.00026883453,12,100.0
0,0.0002679545,12,100.0
0,0.00026647406,12,100.0
0,0.00026430967,12,100.0
0,0.00026375861,12,100.0
0,0.00025971577,12,100.0
0,0.00025873136,12,100.0
0,0.00025767012,12,100.0
0,0.00025448398,12,100.0
0,0.00025441,12,100.0
0,0.00025346698,12,100.0
0,0.00025299325,12,100.0
0,0.0002511844,12,100.0
0,0.0002496154,12,100.0
0,0.0002495195,12,100.0
0,0.00024854293,12,100.0
0,0.000248478,12,100.0
0,0.00024764193,12,100.0
0,0.00024618005,12,100.0
0,0.00024572347,12,100.0
0,0.00024462526,12,100.0
0,0.00024308634,12,100.0
0,0.00024265445,12,100.0
0,0.00024237238,12,100.0
0,0.00023657456,12,100.0
0,0.00023587614,12,100.0
0,0.00023437123,12,100.0
0,0.00023418406,12,100.0
0,0.00023388036,12,100.0
0,0.00023311653,12,100.0
0,0.0002307354,12,100.0
0,0.00023041465,12,100.0
0,0.0002301705,12,100.0
0,0.00023004456,12,100.0
0,0.00022945553,12,100.0
0,0.00022884003,12,100.0
0,0.00022849253,12,100.0
0,0.00022818032,12,100.0
0,0.00022727338,12,100.0
0,0.00022638342,12,100.0
0,0.00022563738,12,100.0
0,0.00022518521,12,100.0
0,0.00022504717,12,100.0
0,0.00022487559,12,100.0
0,0.00022394357,12,100.0
0,0.00022281538,12,100.0
0,0.00022172356,12,100.0
0,0.00022073428,12,100.0
0,0.00021932072,12,100.0
0,0.00021770253,12,100.0
0,0.00021700517,12,100.0
0,0.0002162319,12,100.0
0,0.00021621725,12,100.0
0,0.0002152977,12,100.0
0,0.00021117237,12,100.0
0,0.0002102364,12,100.0
0,0.00020765071,12,100.0
0,0.00020737806,12,100.0
0,0.00020629104,12,100.0
0,0.00020565886,12,100.0
0,0.00020455391,12,100.0
0,0.00020247318,12,100.0
0,0.00020207837,12,100.0
0,0.00020158033,12,100.0
0,0.00019984305,12,100.0
0,0.00019860755,12,100.0
0,0.00019795551,12,100.0
0,0.00019695295,12,100.0
0,0.00019611084,12,100.0
0,0.00019356095,12,100.0
0,0.00019342957,12,100.0
0,0.00019300015,12,100.0
0,0.00019274966,12,100.0
0,0.00019221888,12,100.0
0,0.00019176526,12,100.0
0,0.00019088906,12,100.0
0,0.00019062131,12,100.0
0,0.00018597202,12,100.0
0,0.00018446945,12,100.0
0,0.0001842752,12,100.0
0,0.00018361554,12,100.0
0,0.0001834346,12,100.0
0,0.00018158511,12,100.0
0,0.00018141481,12,100.0
0,0.00018107609,12,100.0
0,0.00018099944,12,100.0
0,0.00018073816,12,100.0
0,0.00018042978,12,100.0
0,0.00018040586,12,100.0
0,0.00017807033,12,100.0
0,0.00017792624,12,100.0
0,0.00017738095,12,100.0
0,0.00017731788,12,100.0
0,0.0001753835,12,100.0
0,0.00017492588,12,100.0
0,0.0001746627,12,100.0
0,0.00017437116,12,100.0
0,0.00017424882,12,100.0
0,0.00017254458,12,100.0
0,0.00017188446,12,100.0
0,0.00017172162,12,100.0
0,0.00017147585,12,100.0
0,0.00017147292,12,100.0
0,0.00017147097,12,100.0
0,0.00017069821,12,100.0
0,0.00017033433,12,100.0
0,0.0001699142,12,100.0
0,0.00016989492,12,100.0
0,0.00016914475,12,100.0
0,0.00016887144,12,100.0
0,0.00016823981,12,100.0
0,0.00016805687,12,100.0
0,0.00016501933,12,100.0
0,0.00016483817,12,100.0
0,0.00016471106,12,100.0
0,0.00016426187,12,100.0
0,0.0001638311,12,100.0
0,0.00016369509,12,100.0
0,0.00016344803,12,100.0
0,0.0001609454,12,100.0
0,0.00016094356,12,100.0
0,0.00016069178,12,100.0
0,0.00016067353,12,100.0
0,0.00016032186,12,100.0
0,0.00016024055,12,100.0
0,0.00016010126,12,100.0
0,0.00015943841,12,100.0
0,0.00015940254,12,100.0
0,0.00015909308,12,100.0
0,0.00015704958,12,100.0
0,0.00015702353,12,100.0
0,0.00015609126,12,100.0
0,0.00015425509,12,100.0
0,0.00015353122,12,100.0
0,0.00015229115,12,100.0
0,0.00015224672,12,100.0
0,0.00014916214,12,100.0
0,0.00014750335,12,100.0
0,0.00014712394,12,100.0
0,0.00014672983,12,100.0
0,0.00014665585,12,100.0
0,0.00014629842,12,100.0
0,0.0001457779,12,100.0
0,0.00014517904,12,100.0
0,0.00014470251,12,100.0
0,0.00014455675,12,100.0
0,0.00014447888,12,100.0
0,0.0001441434,12,100.0
0,0.00014389155,12,100.0
0,0.00014371218,12,100.0
0,0.00014343386,12,100.0
0,0.00014326273,12,100.0
0,0.00014308402,12,100.0
0,0.00014308389,12,100.0
0,0.00014262159,12,100.0
0,0.00014243851,12,100.0
0,0.00014165117,12,100.0
0,0.00014157622,12,100.0
0,0.00014110412,12,100.0
0,0.00014097501,12,100.0
0,0.00014013788,12,100.0
0,0.00013931104,12,100.0
0,0.00013912108,12,100.0
0,0.00013829193,12,100.0
0,0.00013815274,12,100.0
0,0.00013806082,12,100.0
0,0.00013805977,12,100.0
0,0.00013786166,12,100.0
0,0.00013783957,12,100.0
0,0.00013759991,12,100.0
0,0.00013745186,12,100.0
0,0.00013721536,12,100.0
0,0.00013698134,12,100.0
0,0.00013668698,12,100.0
0,0.00013653497,12,100.0
0,0.0001361007,12,100.0
0,0.00013577974,12,100.0
0,0.00013541861,12,100.0
0,0.00013513057,12,100.0
0,0.00013504336,12,100.0
0,0.00013481936,12,100.0
0,0.00013475523,12,100.0
0,0.0001343621,12,100.0
0,0.00013408947,12,100.0
0,0.00013277124,12,100.0
0,0.0001327696,12,100.0
0,0.00013262192,12,100.0
0,0.00013222921,12,100.0
0,0.0001315521,12,100.0
0,0.00013134327,12,100.0
0,0.00013059148,12,100.0
0,0.00013058276,12,100.0
0,0.00013048195,12,100.0
0,0.00012886757,12,100.0
0,0.00012857777,12,100.0
0,0.0001282018,12,100.0
0,0.00012742849,12,100.0
0,0.00012737952,12,100.0
0,0.00012712326,12,100.0
0,0.00012693174,12,100.0
0,0.00012654792,12,100.0
0,0.00012617452,12,100.0
0,0.00012579921,12,100.0
0,0.00012545948,12,100.0
0,0.0001253478,12,100.0
0,0.00012452352,12,100.0
0,0.00012419267,12,100.0
0,0.00012408022,12,100.0
0,0.00012374771,12,100.0
0,0.00012372648,12,100.0
0,0.00012335058,12,100.0
0,0.00012332459,12,100.0
0,0.00012330542,12,100.0
0,0.00012257192,12,100.0
0,0.00012256012,12,100.0
0,0.00012221654,12,100.0
0,0.0001221266,12,100.0
0,0.00012165205,12,100.0
0,0.0001214301,12,100.0
0,0.00012054361,12,100.0
0,0.00012042816,12,100.0
0,0.00012021566,12,100.0
0,0.000120057804,12,100.0
0,0.000119840595,12,100.0
0,0.000119664735,12,100.0
0,0.00011935306,12,100.0
0,0.00011792425,12,100.0
0,0.00011766446,12,100.0
0,0.000117365824,12,100.0
0,0.00011727241,12,100.0
0,0.000117170355,12,100.0
0,0.000117000985,12,100.0
0,0.00011674811,12,100.0
0,0.000116315525,12,100.0
0,0.00011603602,12,100.0
0,0.00011517243,12,100.0
0,0.00011452225,12,100.0
0,0.00011418225,12,100.0
0,0.00011394677,12,100.0
0,0.0001138868,12,100.0
0,0.00011334446,12,100.0
0,0.0001131147,12,100.0
0,0.00011236967,12,100.0
0,0.00011225625,12,100.0
