FPR,TPR,Threshold
0.0,0.0,inf
0.0,0.08333333333333333,0.99997973
0.0,0.8333333333333334,0.19862546
0.0022205773501110288,0.8333333333333334,0.044080645
0.0022205773501110288,0.9166666666666666,0.043730825
0.014803849000740192,0.9166666666666666,0.0075900564
0.014803849000740192,1.0,0.007511751
1.0,1.0,6.6413113e-06
