predicted_probability,actual_probability
0.3597201932691021,0.043795620437956206
0.37059708080658743,0.007352941176470588
0.37882052305871894,0.007352941176470588
0.38524392665024093,0.014705882352941176
0.3916363913717075,0.0072992700729927005
0.3978321582248841,0.0
0.4052330359233371,0.007352941176470588
0.41469764886312405,0.0
0.4254869011230693,0.0
0.447527045170315,0.0
