fpr,tpr,threshold
0.0,0.0,inf
0.0,0.08333333333333333,0.9999999375002327
0.0,0.6666666666666666,0.17948561400013227
0.0007401924500370096,0.6666666666666666,0.09324467481787656
0.0007401924500370096,0.75,0.06657703834554277
0.0014803849000740192,0.75,0.028171876421201003
0.0014803849000740192,0.9166666666666666,0.003157197393253888
0.0044411547002220575,0.9166666666666666,0.000617254244594087
0.0044411547002220575,1.0,0.0004474385371062487
1.0,1.0,1.4999390385054454e-08
