fpr,tpr,threshold
0.0,0.0,inf
0.0,0.08333333333333333,0.9997468303376824
0.0,0.6666666666666666,0.862513903614123
0.0022205773501110288,0.6666666666666666,0.23823776751962966
0.0022205773501110288,0.8333333333333334,0.178538110628696
0.005921539600296077,0.8333333333333334,0.12890868384674015
0.005921539600296077,0.9166666666666666,0.12060257147595518
0.014803849000740192,0.9166666666666666,0.04903065105594455
0.014803849000740192,1.0,0.04724665125358514
1.0,1.0,4.745644737596534e-05
