precision,recall,threshold
0.00880410858400587,1.0,4.745644737596534e-05
0.00881057268722467,1.0,5.0965257829906816e-05
0.00881704628949302,1.0,5.442712050061448e-05
0.008823529411764706,1.0,5.772773160110856e-05
0.008830022075055188,1.0,5.8874685115368143e-05
0.008836524300441826,1.0,6.621175202091084e-05
0.008843036109064112,1.0,6.807123344098814e-05
0.008849557522123894,1.0,7.06913868170666e-05
0.008856088560885609,1.0,7.257816157000142e-05
0.008862629246676515,1.0,8.016817401533388e-05
0.008869179600886918,1.0,8.798493916045103e-05
0.008875739644970414,1.0,9.13693530291241e-05
0.008882309400444115,1.0,9.689446478262672e-05
0.008888888888888889,1.0,0.00010127843414372599
0.008895478131949592,1.0,0.00010447768057260422
0.008902077151335312,1.0,0.00010462169331050887
0.008908685968819599,1.0,0.00010530705549811283
0.008915304606240713,1.0,0.00010663472819873158
0.008921933085501859,1.0,0.00010753630633173366
0.008928571428571428,1.0,0.00010767039488910734
0.008935219657483246,1.0,0.00010783318020974647
0.00894187779433681,1.0,0.00010851787238568914
0.008948545861297539,1.0,0.00011094241020043626
0.008955223880597015,1.0,0.00011836444737514461
0.008961911874533234,1.0,0.00011996083578355083
0.008968609865470852,1.0,0.00012175913622544181
0.008975317875841436,1.0,0.00012316396609454754
0.008982035928143712,1.0,0.00012680056218227894
0.008988764044943821,1.0,0.0001283607554649349
0.008995502248875561,1.0,0.00012982432426134847
0.00900225056264066,1.0,0.00012996592598802536
0.009009009009009009,1.0,0.00013046900633342277
0.009015777610818933,1.0,0.00013418897035472407
0.009022556390977444,1.0,0.00013420315108602312
0.009029345372460496,1.0,0.00013513849240278497
0.009036144578313253,1.0,0.00013557417879042107
0.00904295403165034,1.0,0.0001361324845330457
0.00904977375565611,1.0,0.00013846279086214468
0.009056603773584906,1.0,0.00014331242044940444
0.00906344410876133,1.0,0.0001470677769102147
0.009070294784580499,1.0,0.00015138972852787858
0.009077155824508321,1.0,0.00015325653603575867
0.009084027252081756,1.0,0.00015559405997862924
0.00909090909090909,1.0,0.000156067640641102
0.009097801364670205,1.0,0.00015713045589084442
0.009104704097116844,1.0,0.0001572675315903134
0.009111617312072893,1.0,0.0001585030997995279
0.00911854103343465,1.0,0.00015882449202246718
0.009125475285171103,1.0,0.000159249371757474
0.0091324200913242,1.0,0.00016091229619993535
0.00913937547600914,1.0,0.00016101797005189266
0.009146341463414634,1.0,0.00016627177457415843
0.009153318077803204,1.0,0.00016790678500313547
0.00916030534351145,1.0,0.00016817295570268422
0.009167303284950344,1.0,0.00017215129385778923
0.009174311926605505,1.0,0.00017402006205198282
0.009181331293037491,1.0,0.00017453946999733915
0.009188361408882083,1.0,0.00017485492265833946
0.009195402298850575,1.0,0.00017518977782535804
0.009202453987730062,1.0,0.00017929404434704574
0.00920951650038373,1.0,0.00017968127973107826
0.009216589861751152,1.0,0.0001801446420533957
0.009223674096848577,1.0,0.00018163049681743627
0.009230769230769232,1.0,0.00018172054312624506
0.009237875288683603,1.0,0.00018208215903233328
0.009244992295839754,1.0,0.00018272207335779436
0.009252120277563608,1.0,0.00018617140505013469
0.009259259259259259,1.0,0.00018652535775909914
0.009266409266409266,1.0,0.00018833389421985653
0.00927357032457496,1.0,0.00019172961540988377
0.009280742459396751,1.0,0.00019251020988743505
0.009287925696594427,1.0,0.00019364282964958642
0.009295120061967466,1.0,0.0001944681933954128
0.009302325581395349,1.0,0.00019482236774657255
0.009309542280837859,1.0,0.00019519399992224697
0.009316770186335404,1.0,0.0001952770539219642
0.009324009324009324,1.0,0.00019908558544873937
0.00933125972006221,1.0,0.00020203836243017106
0.00933852140077821,1.0,0.00020370357413017806
0.009345794392523364,1.0,0.00020639365572372597
0.009353078721745909,1.0,0.00020875887675211107
0.0093603744149766,1.0,0.00020897430902738038
0.00936768149882904,1.0,0.0002098006866751735
0.009375,1.0,0.0002113340200128793
0.009382329945269743,1.0,0.0002143681618710034
0.009389671361502348,1.0,0.00021571909694866547
0.009397024275646046,1.0,0.00021610225613756875
0.009404388714733543,1.0,0.00021615221994546156
0.009411764705882352,1.0,0.00021628991209551559
0.009419152276295133,1.0,0.00021815284458890337
0.009426551453260016,1.0,0.0002187711199674694
0.009433962264150943,1.0,0.00022027483152932848
0.00944138473642801,1.0,0.00022035162703553166
0.009448818897637795,1.0,0.0002204670564625314
0.009456264775413711,1.0,0.00022049257992541924
0.00946372239747634,1.0,0.00022083974832335835
0.009471191791633781,1.0,0.0002213923904830276
0.009478672985781991,1.0,0.00022260071026741578
0.009486166007905139,1.0,0.0002237452813950314
0.00949367088607595,1.0,0.0002275309010167527
0.009501187648456057,1.0,0.00022849719082304273
0.009508716323296355,1.0,0.00022856692211706305
0.00951625693893735,1.0,0.00022894521109829985
0.009523809523809525,1.0,0.00023054710126498576
0.009531374106433678,1.0,0.00023118083586315394
0.009538950715421303,1.0,0.00023194262657141946
0.00954653937947494,1.0,0.00023210837096694102
0.009554140127388535,1.0,0.00023366781522489715
0.009561752988047808,1.0,0.0002359387620884133
0.009569377990430622,1.0,0.00023743253461562986
0.009577015163607342,1.0,0.0002376140640151431
0.009584664536741214,1.0,0.00023935470961961418
0.009592326139088728,1.0,0.00024023515428837745
0.0096,1.0,0.00024029153615562435
0.009607686148919135,1.0,0.00024052295269123416
0.009615384615384616,1.0,0.00024054700294352314
0.009623095429029671,1.0,0.0002411840244759808
0.009630818619582664,1.0,0.00024566671969841194
0.00963855421686747,1.0,0.0002480513923864034
0.00964630225080386,1.0,0.00024864334682402544
0.009654062751407884,1.0,0.0002512066369118994
0.00966183574879227,1.0,0.00025155442112025057
0.009669621273166801,1.0,0.00025173289841717747
0.00967741935483871,1.0,0.0002519096219827108
0.009685230024213076,1.0,0.00025321957873146016
0.009693053311793215,1.0,0.00025365038715147875
0.009700889248181084,1.0,0.00025379012435181134
0.009708737864077669,1.0,0.00025431447208297395
0.009716599190283401,1.0,0.0002544824325642311
0.009724473257698542,1.0,0.00025591057876673
0.009732360097323601,1.0,0.0002560923280833279
0.00974025974025974,1.0,0.0002565518810707917
0.00974817221770918,1.0,0.00025752926042596383
0.00975609756097561,1.0,0.0002614340835841981
0.009764035801464606,1.0,0.00026164702381505176
0.009771986970684038,1.0,0.00026268504020889
0.009779951100244499,1.0,0.00026295029108844666
0.009787928221859706,1.0,0.00026306385752310776
0.009795918367346938,1.0,0.00026472582684543207
0.00980392156862745,1.0,0.0002647958963056169
0.009811937857726901,1.0,0.00026566603150629417
0.009819967266775777,1.0,0.0002660653735664089
0.009828009828009828,1.0,0.00026636655791913524
0.009836065573770493,1.0,0.0002664402254877997
0.009844134536505332,1.0,0.0002682892582906319
0.009852216748768473,1.0,0.0002689881708639191
0.009860312243221035,1.0,0.00026960532964070933
0.009868421052631578,1.0,0.00027144652551543765
0.009876543209876543,1.0,0.0002732576137334646
0.009884678747940691,1.0,0.00027360102953338463
0.00989282769991756,1.0,0.0002762687618090349
0.009900990099009901,1.0,0.0002766125226068642
0.00990916597853014,1.0,0.0002771885353394378
0.009917355371900827,1.0,0.0002787440994041936
0.009925558312655087,1.0,0.00027942383225072726
0.009933774834437087,1.0,0.00027952815647481355
0.009942004971002486,1.0,0.00028093251610626706
0.009950248756218905,1.0,0.00028144478455049586
0.00995850622406639,1.0,0.0002816523042231356
0.009966777408637873,1.0,0.00028218025865381287
0.00997506234413965,1.0,0.00028254522011574593
0.009983361064891847,1.0,0.00028338867967032694
0.009991673605328892,1.0,0.00028349932560586057
0.01,1.0,0.0002853961021838057
0.010008340283569641,1.0,0.0002867518945146939
0.01001669449081803,1.0,0.00028705366137629613
0.010025062656641603,1.0,0.00028869999725219186
0.010033444816053512,1.0,0.0002908022904966953
0.0100418410041841,1.0,0.0002916367627438853
0.010050251256281407,1.0,0.0002944119795239383
0.010058675607711651,1.0,0.0002952263925930155
0.010067114093959731,1.0,0.00029643163103124966
0.010075566750629723,1.0,0.00029760959766193275
0.010084033613445379,1.0,0.0002976279580877346
0.010092514718250631,1.0,0.00029785933293365914
0.010101010101010102,1.0,0.0002990975817299739
0.010109519797809604,1.0,0.00029969455629649957
0.01011804384485666,1.0,0.0003002607779072494
0.010126582278481013,1.0,0.00030034203610772406
0.010135135135135136,1.0,0.00030087011639215667
0.01014370245139476,1.0,0.00030114699581548256
0.01015228426395939,1.0,0.00030348088427712083
0.010160880609652836,1.0,0.00030375777565331164
0.010169491525423728,1.0,0.0003039475394323538
0.010178117048346057,1.0,0.0003047343389010588
0.010186757215619695,1.0,0.0003051371505193799
0.010195412064570943,1.0,0.0003058674033499802
0.01020408163265306,1.0,0.00030747601109048345
0.010212765957446808,1.0,0.0003081221800290738
0.010221465076660987,1.0,0.00030888675491573027
0.010230179028132993,1.0,0.000310434339091299
0.010238907849829351,1.0,0.00031058472665949525
0.010247651579846286,1.0,0.000311103748927561
0.010256410256410256,1.0,0.0003128649712338041
0.010265183917878529,1.0,0.0003137018398595339
0.010273972602739725,1.0,0.0003175914359521163
0.010282776349614395,1.0,0.00031802162918511865
0.010291595197255575,1.0,0.0003197089957819283
0.010300429184549357,1.0,0.00032086378190796064
0.010309278350515464,1.0,0.00032115426003287233
0.010318142734307825,1.0,0.0003216885476417568
0.010327022375215147,1.0,0.00032202791236590544
0.0103359173126615,1.0,0.0003221044306303464
0.010344827586206896,1.0,0.0003224909131509147
0.010353753235547885,1.0,0.0003239474760182402
0.010362694300518135,1.0,0.00032568418478870167
0.010371650821089023,1.0,0.00032583007060397865
0.010380622837370242,1.0,0.0003261819480691972
0.01038961038961039,1.0,0.0003263908673718084
0.010398613518197574,1.0,0.00032720383380130147
0.010407632263660017,1.0,0.0003272811505720657
0.010416666666666666,1.0,0.0003298970503833039
0.010425716768027803,1.0,0.000332384853678794
0.010434782608695653,1.0,0.0003332684809437427
0.010443864229765013,1.0,0.00033346561912714074
0.010452961672473868,1.0,0.0003361700559522502
0.010462074978204011,1.0,0.0003364872880161266
0.010471204188481676,1.0,0.0003394051538900424
0.010480349344978166,1.0,0.00034036287356325215
0.01048951048951049,1.0,0.00034186225679189045
0.010498687664041995,1.0,0.0003423422275080185
0.010507880910683012,1.0,0.00034447599767896116
0.010517090271691499,1.0,0.00034464271607447786
0.010526315789473684,1.0,0.0003448126877237832
0.010535557506584723,1.0,0.0003453143693352202
0.01054481546572935,1.0,0.0003455796030416538
0.010554089709762533,1.0,0.00034640953179080263
0.01056338028169014,1.0,0.00034816238459378136
0.010572687224669603,1.0,0.0003501496944785447
0.010582010582010581,1.0,0.0003502721291579271
0.01059135039717564,1.0,0.0003513495981238298
0.01060070671378092,1.0,0.00035321230830773356
0.010610079575596816,1.0,0.0003532351881822195
0.010619469026548672,1.0,0.0003534433969131759
0.010628875110717449,1.0,0.00035387839784564105
0.010638297872340425,1.0,0.00035459262028519266
0.01064773735581189,1.0,0.00035562670667281326
0.010657193605683837,1.0,0.000356571924546336
0.010666666666666666,1.0,0.0003578140515138015
0.010676156583629894,1.0,0.000360258793112546
0.01068566340160285,1.0,0.00036106746397616713
0.0106951871657754,1.0,0.00036152596586774046
0.010704727921498661,1.0,0.00036235310328584905
0.010714285714285714,1.0,0.00036278563876448425
0.010723860589812333,1.0,0.00036359331344021915
0.01073345259391771,1.0,0.00036587767082099805
0.010743061772605193,1.0,0.0003665771139452039
0.010752688172043012,1.0,0.00036669675904291545
0.010762331838565023,1.0,0.00036783629908415904
0.010771992818671455,1.0,0.00036885219947349867
0.01078167115902965,1.0,0.00037050654824084394
0.01079136690647482,1.0,0.000371794559155176
0.010801080108010801,1.0,0.00037250390147826855
0.010810810810810811,1.0,0.0003742558920092995
0.010820559062218215,1.0,0.0003793705986236017
0.010830324909747292,1.0,0.0003795050053482101
0.01084010840108401,1.0,0.0003800078129887258
0.0108499095840868,1.0,0.00038091959837937027
0.01085972850678733,1.0,0.00038164117703933854
0.010869565217391304,1.0,0.00038341777758382187
0.010879419764279238,1.0,0.00038558718010958275
0.010889292196007259,1.0,0.00038565497989103103
0.010899182561307902,1.0,0.0003865599065650198
0.01090909090909091,1.0,0.00038701499790403374
0.01091901728844404,1.0,0.00038857684228646883
0.01092896174863388,1.0,0.00038869853265730274
0.010938924339106655,1.0,0.0003899317525157036
0.010948905109489052,1.0,0.0003904022838463335
0.010958904109589041,1.0,0.0003904849818995992
0.010968921389396709,1.0,0.0003918956530712945
0.010978956999085087,1.0,0.00039262752905203823
0.01098901098901099,1.0,0.0003931921163834326
