predicted_probability,actual_probability
0.003399873691959027,0.0007446016381236039
0.14807303457879514,0.3333333333333333
0.2603939346068546,0.0
0.38669913441794584,0.0
0.862513903614123,1.0
0.9980564181180279,1.0
